city,st,state,lat,lon,county,zip
Eldridge,IA,Iowa,41.64861,-90.58139,Scott,52748
Elgin,IA,Iowa,42.95583,-91.63639,Fayette,52141
Elkader,IA,Iowa,42.85583,-91.40306,Clayton,52043
Elkhart,IA,Iowa,41.79278,-93.525,Polk,50073
Elk Horn,IA,Iowa,41.59278,-95.05972,Shelby,51531
Elkport,IA,Iowa,42.74111,-91.27556,Clayton,52044
Elk Run Heights,IA,Iowa,42.46861,-92.25722,Black Hawk,50707
Elliott,IA,Iowa,41.14889,-95.16194,Montgomery,51532
Ellston,IA,Iowa,40.84028,-94.10861,Ringgold,50074
Ellsworth,IA,Iowa,42.31194,-93.58083,Hamilton,50075
Elma,IA,Iowa,43.24556,-92.43861,Howard,50628
Ely,IA,Iowa,41.87556,-91.58306,Linn,52227
Emerson,IA,Iowa,41.01861,-95.40194,Mills,51533
Emmetsburg,IA,Iowa,43.11111,-94.68194,Palo Alto,50536
Epworth,IA,Iowa,42.44583,-90.93111,Dubuque,52045
Essex,IA,Iowa,40.83306,-95.30528,Page,51638
Estherville,IA,Iowa,43.40444,-94.83361,Emmet,51334
Evansdale,IA,Iowa,42.46778,-92.28222,Black Hawk,50707
Everly,IA,Iowa,43.15972,-95.32528,Clay,51338
Exira,IA,Iowa,41.59167,-94.87833,Audubon,50076
Exline,IA,Iowa,40.65,-92.84,Appanoose,52555
Fairbank,IA,Iowa,42.63944,-92.04778,Buchanan,50629
Fairfax,IA,Iowa,41.91972,-91.78028,Linn,52228
Fairfield,IA,Iowa,41.00722,-91.96583,Jefferson,52556–52557[6]
Farley,IA,Iowa,42.44389,-91.00944,Dubuque,52046
Farmersburg,IA,Iowa,42.958516,-91.367555,Clayton,52047
Farmington,IA,Iowa,40.633,-91.733,Van Buren,52626
Farnhamville,IA,Iowa,42.27639,-94.40639,Calhoun,50538
Farragut,IA,Iowa,40.72167,-95.48028,Fremont,51639
Fayette,IA,Iowa,42.8425,-91.80306,Fayette,52142
Fenton,IA,Iowa,43.21639,-94.42639,Kossuth,50539
Ferguson,IA,Iowa,41.9375,-92.865,Marshall,50078
Fertile,IA,Iowa,43.26472,-93.42111,Worth,50434
Floris,IA,Iowa,40.86417,-92.33222,Davis,52560
Floyd,IA,Iowa,43.1275,-92.73972,Floyd,50435
Fonda,IA,Iowa,42.58278,-94.84583,Pocahontas,50540
Fontanelle,IA,Iowa,41.29,-94.56222,Adair,50846
Forest,IA,Iowa,0,0,null,null
Fort Atkinson,IA,Iowa,43.14417,-91.93472,Winneshiek,52144
Fort Dodge,IA,Iowa,42.50667,-94.18028,Webster,50501
Fort Madison,IA,Iowa,40.62861,-91.33889,Lee,52627
Fostoria,IA,Iowa,43.24167,-95.155,Clay,51340
Franklin,IA,Iowa,40.66639,-91.51194,Lee,52625
Fraser,IA,Iowa,42.12444,-93.96917,Boone,50036
Fredericksburg,IA,Iowa,42.96472,-92.19833,Chickasaw,50630
Frederika,IA,Iowa,42.8825,-92.30611,Bremer,50631
Fredonia,IA,Iowa,41.285,-91.33806,Louisa,52738
Fremont,IA,Iowa,41.21222,-92.435,Mahaska,52561
Fruitland,IA,Iowa,41.35222,-91.12611,Muscatine,52749
Galt,IA,Iowa,42.69306,-93.605,Wright,50101
Galva,IA,Iowa,42.50611,-95.41806,Ida,51020
Garber,IA,Iowa,42.74389,-91.26306,Clayton,52048
Garden Grove,IA,Iowa,40.82639,-93.60778,Decatur,50103
Garnavillo,IA,Iowa,42.86694,-91.23611,Clayton,52049
Garner,IA,Iowa,43.09806,-93.60417,Hancock,50438
Garrison,IA,Iowa,42.14361,-92.14306,Benton,52229
Garwin,IA,Iowa,42.09472,-92.67667,Tama,50632
Geneva,IA,Iowa,42.67583,-93.13139,Franklin,50633
George,IA,Iowa,43.3425,-96.00111,Lyon,51237
Gibson,IA,Iowa,41.48056,-92.39306,Keokuk,50104
Gilbert,IA,Iowa,42.10583,-93.64528,Story,50105
Gilbertville,IA,Iowa,42.41722,-92.21389,Black Hawk,50634
Gillett Grove,IA,Iowa,43.01444,-95.03667,Clay,51341
Gilman,IA,Iowa,41.87972,-92.78889,Marshall,50106
Gilmore,IA,Iowa,0,0,null,null
Gladbrook,IA,Iowa,42.185,-92.71472,Tama,50635
Glenwood,IA,Iowa,41.04556,-95.7425,Mills,51534
Glidden,IA,Iowa,42.05833,-94.72833,Carroll,51443
Goldfield,IA,Iowa,42.73472,-93.92028,Wright,50542
Goodell,IA,Iowa,42.92361,-93.61417,Hancock,50439
Goose Lake,IA,Iowa,41.9675,-90.38083,Clinton,52750
Gowrie,IA,Iowa,42.27972,-94.29139,Webster,50543
Graettinger,IA,Iowa,43.23806,-94.75111,Palo Alto,51342
Graf,IA,Iowa,42.495,-90.87194,Dubuque,null
Grafton,IA,Iowa,43.32944,-93.07028,Worth,50440
Grand Junction,IA,Iowa,42.03111,-94.23528,Greene,50107
Grand Mound,IA,Iowa,41.82417,-90.64694,Clinton,52751
Grand River,IA,Iowa,40.81889,-93.9625,Decatur,50108
Grandview,IA,Iowa,41.27722,-91.18889,Louisa,52752
Granger,IA,Iowa,41.76167,-93.82389,Dallas,50109
Grant,IA,Iowa,41.14222,-94.98528,Montgomery,50847
Granville,IA,Iowa,42.98444,-95.87583,Sioux,51022
Gravity,IA,Iowa,40.75917,-94.74417,Taylor,50848
Gray,IA,Iowa,41.84,-94.9825,Audubon,50110
Greeley,IA,Iowa,42.585,-91.34167,Delaware,52050
Greene,IA,Iowa,42.8975,-92.80333,Butler,50636
Greenfield,IA,Iowa,41.30556,-94.45861,Adair,50849
Greenville,IA,Iowa,43.01611,-95.14556,Clay,51343
Grimes,IA,Iowa,41.68306,-93.78444,Dallas,50111
Grinnell,IA,Iowa,41.74361,-92.72472,Poweshiek,"50112, 50177"
Griswold,IA,Iowa,41.233,-95.133,Cass,51535
Grundy Center,IA,Iowa,42.36111,-92.77361,Grundy,50638
Gruver,IA,Iowa,43.39306,-94.70472,Emmet,51344
Guernsey,IA,Iowa,41.65,-92.34444,Poweshiek,52221
Guthrie Center,IA,Iowa,41.67972,-94.50083,Guthrie,50115
Guttenberg,IA,Iowa,42.78611,-91.10139,Clayton,52052
Halbur,IA,Iowa,42.00639,-94.97167,Carroll,51444
Hamburg,IA,Iowa,40.60583,-95.655,Fremont,51640
Hamilton,IA,Iowa,41.17083,-92.90389,Marion,50116
Hampton,IA,Iowa,42.74306,-93.20778,Franklin,50441
Hancock,IA,Iowa,41.39056,-95.36306,Pottawattamie,51536
Hanlon,IA,Iowa,0,0,null,null
Hansell,IA,Iowa,42.75722,-93.10361,Franklin,50441
Harcourt,IA,Iowa,42.26194,-94.17667,Webster,50544
Hardy,IA,Iowa,42.81028,-94.05167,Humboldt,50545
Harlan,IA,Iowa,41.65472,-95.32194,Shelby,"51537, 51593"
Harper,IA,Iowa,41.3625,-92.05111,Keokuk,52231
Harpers Ferry,IA,Iowa,43.20167,-91.15083,Allamakee,52146
Harris,IA,Iowa,43.44556,-95.43306,Osceola,51345
Hartford,IA,Iowa,41.45972,-93.40222,Warren,50118
Hartley,IA,Iowa,43.18194,-95.47639,O'Brien,51346
Hartwick,IA,Iowa,41.78528,-92.34417,Poweshiek,52232
Harvey,IA,Iowa,41.31556,-92.92556,Marion,50119
Hastings,IA,Iowa,41.02389,-95.49722,Mills,51540
Havelock,IA,Iowa,42.83333,-94.70167,Pocahontas,50546
Haverhill,IA,Iowa,41.945,-92.96139,Marshall,50120
Hawarden,IA,Iowa,43.00111,-96.48444,Sioux,"51011, 51023"
Hawkeye,IA,Iowa,42.93806,-91.95111,Fayette,52147
Hayesville,IA,Iowa,41.26444,-92.24889,Keokuk,52562
Hazleton,IA,Iowa,42.61833,-91.90667,Buchanan,50641
Hedrick,IA,Iowa,41.17361,-92.30833,Keokuk,52563
Henderson,IA,Iowa,41.13917,-95.43139,Mills,51541
Hepburn,IA,Iowa,40.84861,-95.01667,Page,null
Hiawatha,IA,Iowa,42.04444,-91.68111,Linn,52233
Hills,IA,Iowa,41.55694,-91.535,Johnson,52235
Hillsboro,IA,Iowa,40.83639,-91.71361,Henry,52630
Hinton,IA,Iowa,42.625,-96.29417,Plymouth,51024
Holland,IA,Iowa,42.39972,-92.79944,Grundy,50642
Holstein,IA,Iowa,42.48667,-95.5425,Ida,51025
Holy Cross,IA,Iowa,42.60028,-90.99444,Dubuque,52053
Hopkinton,IA,Iowa,42.34389,-91.24861,Delaware,52237
Hornick,IA,Iowa,42.23083,-96.09667,Woodbury,51026
Hospers,IA,Iowa,43.07111,-95.90472,Sioux,51238
Houghton,IA,Iowa,40.78306,-91.6125,Lee,52631
Hubbard,IA,Iowa,42.305,-93.30083,Hardin,50122
Hudson,IA,Iowa,42.40889,-92.45222,Black Hawk,50643
Hull,IA,Iowa,43.19028,-96.13444,Sioux,51239
Humboldt,IA,Iowa,42.72361,-94.22139,Humboldt,50548
Humeston,IA,Iowa,40.85889,-93.4975,Wayne,50123
Huxley,IA,Iowa,41.89611,-93.60278,Story,50124
Ida Grove,IA,Iowa,42.345,-95.47167,Ida,51445
Imogene,IA,Iowa,40.87861,-95.42778,Fremont,51645
Independence,IA,Iowa,42.47028,-91.89389,Buchanan,50644
Indianola,IA,Iowa,41.36167,-93.56306,Warren,50125
Inwood,IA,Iowa,43.30889,-96.4325,Lyon,51240
Ionia,IA,Iowa,43.03444,-92.45667,Chickasaw,50645
Iowa,IA,Iowa,0,0,null,null
Iowa Falls,IA,Iowa,42.517,-93.267,Hardin,50126
Ireton,IA,Iowa,42.97417,-96.31778,Sioux,51027
Irwin,IA,Iowa,41.79056,-95.20722,Shelby,51446
Jackson Junction,IA,Iowa,43.10694,-92.04667,Winneshiek,52171
Jamaica,IA,Iowa,41.85,-94.3,Guthrie,50128
Janesville,IA,Iowa,42.64611,-92.46278,Black Hawk,50647
Jefferson,IA,Iowa,42.01667,-94.37667,Greene,50129
Jesup,IA,Iowa,42.47583,-92.06278,Black Hawk,50648
Jewell Junction,IA,Iowa,42.3075,-93.64111,Hamilton,null
Johnston,IA,Iowa,41.67139,-93.70583,Polk,50131
Joice,IA,Iowa,43.36333,-93.45583,Worth,50446
Jolley,IA,Iowa,42.47917,-94.71806,Calhoun,50551
Kalona,IA,Iowa,41.48694,-91.70528,Washington,52247
Kamrar,IA,Iowa,42.39194,-93.72861,Hamilton,50132
Kanawha,IA,Iowa,42.93667,-93.79417,Hancock,50447
Kellerton,IA,Iowa,40.71028,-94.05,Ringgold,50133
Kelley,IA,Iowa,41.950914,-93.664905,Story,50134
Kellogg,IA,Iowa,41.71667,-92.9075,Jasper,50135
Kensett,IA,Iowa,43.35389,-93.20861,Worth,50448
Keokuk,IA,Iowa,40.39722,-91.385,Lee,52632
Keomah,IA,Iowa,0,0,null,null
Keosauqua,IA,Iowa,40.73222,-91.96306,Van Buren,52565
Keota,IA,Iowa,41.36472,-91.95444,Keokuk,52248
Keswick,IA,Iowa,41.45389,-92.23889,Keokuk,50136
Keystone,IA,Iowa,42.00083,-92.19861,Benton,52249
Kimballton,IA,Iowa,41.62833,-95.07444,Audubon,51543
Kingsley,IA,Iowa,42.58917,-95.96833,Plymouth,51028
Kinross,IA,Iowa,41.45944,-91.9875,Keokuk,52335
Kirkman,IA,Iowa,41.72889,-95.26667,Shelby,51447
Kirkville,IA,Iowa,41.14389,-92.50444,Wapello,52566
Kiron,IA,Iowa,42.19611,-95.32694,Crawford,51448
Klemme,IA,Iowa,43.00722,-93.60139,Hancock,50449
Knierim,IA,Iowa,42.45528,-94.45639,Calhoun,50552
Knoxville,IA,Iowa,41.31917,-93.10139,Marion,"50138, 50197, 50198"
Lacona,IA,Iowa,41.18889,-93.38444,Warren,50139
Ladora,IA,Iowa,41.755,-92.18389,Iowa,52251
Lake,IA,Iowa,0,0,null,null
Lake Mills,IA,Iowa,43.41833,-93.53194,Winnebago,50450
Lake Park,IA,Iowa,43.45278,-95.32167,Dickinson,51347
Lakeside,IA,Iowa,42.61972,-95.17417,Buena Vista,50588
Lake View,IA,Iowa,42.30694,-95.0475,Sac,51450
Lakota,IA,Iowa,43.37806,-94.09417,Kossuth,50451
Lambs Grove,IA,Iowa,41.70111,-93.07833,Jasper,50208
Lamoni,IA,Iowa,40.6225,-93.93361,Decatur,50140
Lamont,IA,Iowa,42.6,-91.64111,Buchanan,50650
La Motte,IA,Iowa,42.295,-90.62056,Jackson,52054
Lanesboro,IA,Iowa,42.18417,-94.6925,Carroll,51451
Lansing,IA,Iowa,43.36139,-91.22333,Allamakee,52151
La Porte,IA,Iowa,42.31361,-92.18833,Black Hawk,50651
Larchwood,IA,Iowa,43.45444,-96.435,Lyon,51241
Larrabee,IA,Iowa,42.86139,-95.545,Cherokee,51029
Latimer,IA,Iowa,42.76278,-93.36889,Franklin,50452
Laurel,IA,Iowa,41.88361,-92.92278,Marshall,50141
Laurens,IA,Iowa,42.84722,-94.84944,Pocahontas,50554
Lawler,IA,Iowa,43.06944,-92.15278,Chickasaw,52154
Lawton,IA,Iowa,42.47806,-96.18167,Woodbury,51030
Le Claire,IA,Iowa,41.59611,-90.35639,Scott,52753
Ledyard,IA,Iowa,43.42111,-94.16056,Kossuth,50556
Le Grand,IA,Iowa,42.00611,-92.77639,Marshall,50142
Lehigh,IA,Iowa,42.35722,-94.05139,Webster,50557
Leighton,IA,Iowa,41.33861,-92.78667,Mahaska,50143
Leland,IA,Iowa,43.33361,-93.6375,Winnebago,50453
Le Mars,IA,Iowa,42.78889,-96.16583,Plymouth,51031
Lenox,IA,Iowa,40.88333,-94.55833,Adams,50851
Leon,IA,Iowa,40.74,-93.74639,Decatur,50144
Le Roy,IA,Iowa,40.8775,-93.59306,Decatur,null
Lester,IA,Iowa,43.4375,-96.33333,Lyon,51242
Letts,IA,Iowa,41.32917,-91.23639,Louisa,52754
Lewis,IA,Iowa,41.30528,-95.08444,Cass,51544
Libertyville,IA,Iowa,40.95778,-92.04917,Jefferson,52567
Lidderdale,IA,Iowa,42.125,-94.78306,Carroll,51452
Lime Springs,IA,Iowa,43.44944,-92.28111,Howard,52155
Lincoln,IA,Iowa,42.2625,-92.69194,Tama,50652
Linden,IA,Iowa,41.64361,-94.27028,Dallas,50146
Lineville,IA,Iowa,40.58528,-93.52306,Wayne,50147
Linn Grove,IA,Iowa,42.8925,-95.24194,Buena Vista,51033
Lisbon,IA,Iowa,41.92083,-91.38806,Linn,52253
Liscomb,IA,Iowa,42.19056,-93.00556,Marshall,50148
Little Rock,IA,Iowa,43.4425,-95.88389,Lyon,51243
Little Sioux,IA,Iowa,41.80917,-96.0225,Harrison,51545
Livermore,IA,Iowa,42.86694,-94.18417,Humboldt,50558
Lockridge,IA,Iowa,40.995,-91.75167,Jefferson,52635
Logan,IA,Iowa,41.64472,-95.79,Harrison,"51546, 51550"
Lohrville,IA,Iowa,42.26861,-94.54778,Calhoun,51453
Lone Rock,IA,Iowa,43.22139,-94.325,Kossuth,50559
Lone Tree,IA,Iowa,41.48583,-91.42667,Johnson,52755
Long Grove,IA,Iowa,41.69694,-90.585,Scott,52756
Lorimor,IA,Iowa,41.12639,-94.05583,Union,50149
Lost Nation,IA,Iowa,41.96417,-90.8175,Clinton,52254
Lovilia,IA,Iowa,41.1325,-92.90611,Monroe,50150
Lowden,IA,Iowa,41.85778,-90.92583,Cedar,52255
Low Moor,IA,Iowa,41.80139,-90.35611,Clinton,52757
Luana,IA,Iowa,43.06083,-91.45333,Clayton,52156
Lucas,IA,Iowa,41.02972,-93.46167,Lucas,50151
Luther,IA,Iowa,41.96722,-93.81861,Boone,50152
Lu Verne,IA,Iowa,42.91167,-94.08361,Humboldt,50560
Luxemburg,IA,Iowa,42.60472,-91.07667,Dubuque,52056
Luzerne,IA,Iowa,41.90611,-92.18028,Benton,52257
Lynnville,IA,Iowa,41.57806,-92.78556,Jasper,50153
Lytton,IA,Iowa,42.42444,-94.85917,Calhoun,50561
McCallsburg,IA,Iowa,42.16611,-93.39056,Story,50154
McCausland,IA,Iowa,41.74472,-90.4425,Scott,52758
McClelland,IA,Iowa,41.32917,-95.68417,Pottawattamie,51548
Macedonia,IA,Iowa,41.19194,-95.425,Pottawattamie,51549
McGregor,IA,Iowa,43.02194,-91.17972,Clayton,52157
McIntire,IA,Iowa,43.43667,-92.59583,Mitchell,50455
Macksburg,IA,Iowa,41.21417,-94.18556,Madison,50155
Madrid,IA,Iowa,41.87556,-93.82,Boone,50156
Magnolia,IA,Iowa,41.69444,-95.87361,Harrison,51550
Maharishi Vedic,IA,Iowa,0,0,null,null
Malcom,IA,Iowa,41.7075,-92.55528,Poweshiek,50157
Mallard,IA,Iowa,42.93722,-94.68417,Palo Alto,50562
Maloy,IA,Iowa,40.675,-94.41306,Ringgold,null
Malvern,IA,Iowa,41.00472,-95.58444,Mills,51551
Manchester,IA,Iowa,42.48611,-91.45722,Delaware,52057
Manilla,IA,Iowa,41.88833,-95.23278,Crawford,51454
Manly,IA,Iowa,43.28778,-93.20389,Worth,50456
Manning,IA,Iowa,41.90861,-95.06333,Carroll,51455
Manson,IA,Iowa,42.53056,-94.53472,Calhoun,50563
Mapleton,IA,Iowa,42.16417,-95.79111,Monona,51034
Maquoketa,IA,Iowa,42.06694,-90.66611,Clinton,52060
Marathon,IA,Iowa,42.86,-94.98167,Buena Vista,50565
Marble Rock,IA,Iowa,42.96472,-92.86778,Floyd,50653
Marcus,IA,Iowa,42.82278,-95.805,Cherokee,51035
Marengo,IA,Iowa,41.79722,-92.06944,Iowa,52301
Marion,IA,Iowa,42.03778,-91.75972,Linn,52302
Marne,IA,Iowa,41.44861,-95.11194,Cass,51552
Marquette,IA,Iowa,43.04278,-91.18417,Clayton,52158
Marshall,IA,Iowa,42.03416667,-93.00111111,Marshall,null
Martelle,IA,Iowa,42.02056,-91.35833,Jones,52305
Martensdale,IA,Iowa,41.37306,-93.73972,Warren,50160
Martinsburg,IA,Iowa,41.17833,-92.25139,Keokuk,52568
Marysville,IA,Iowa,41.18111,-92.95222,Marion,50116
Mason,IA,Iowa,43.14861,-93.20194,Cerro Gordo,"50401, 50402, 50467"
Masonville,IA,Iowa,42.47972,-91.59056,Delaware,50654
Massena,IA,Iowa,41.25389,-94.76889,Cass,50853
Matlock,IA,Iowa,43.24306,-95.93444,Sioux,51244
Maurice,IA,Iowa,42.96611,-96.18083,Sioux,51036
Maxwell,IA,Iowa,41.89028,-93.39778,Story,50161
Maynard,IA,Iowa,42.77444,-91.87833,Fayette,50655
Maysville,IA,Iowa,41.64917,-90.71833,Scott,52773
Mechanicsville,IA,Iowa,41.9,-91.25,Cedar,52306
Mediapolis,IA,Iowa,41.00833,-91.16472,Des Moines,52637
Melbourne,IA,Iowa,41.94167,-93.1025,Marshall,50162
Melcher-Dallas,IA,Iowa,41.22667,-93.23972,Marion,50163
Melrose,IA,Iowa,40.97528,-93.05,Monroe,52569
Melvin,IA,Iowa,43.28667,-95.6075,Osceola,51350
Menlo,IA,Iowa,41.5225,-94.40528,Guthrie,50164
Meriden,IA,Iowa,42.79417,-95.63417,Cherokee,51037
Merrill,IA,Iowa,42.72139,-96.25083,Plymouth,51038
Meservey,IA,Iowa,42.91306,-93.47611,Cerro Gordo,50457
Middle,IA,Iowa,0,0,null,null
Miles,IA,Iowa,42.0475,-90.315,Jackson,52064
Milford,IA,Iowa,43.32694,-95.15083,Dickinson,51351
Millersburg,IA,Iowa,41.57278,-92.15944,Iowa,52308
Millerton,IA,Iowa,40.84917,-93.30556,Wayne,50165
Milo,IA,Iowa,41.28833,-93.44,Warren,50166
Milton,IA,Iowa,40.67306,-92.16167,Van Buren,52570
Minburn,IA,Iowa,41.75611,-94.02833,Dallas,50167
Minden,IA,Iowa,41.46694,-95.54222,Pottawattamie,51553
Mingo,IA,Iowa,41.76778,-93.28389,Jasper,50168
Missouri Valley,IA,Iowa,41.55889,-95.89389,Harrison,51555
Mitchell,IA,Iowa,43.32111,-92.87028,Mitchell,50461
Mitchellville,IA,Iowa,41.66722,-93.36028,Polk,50169
Modale,IA,Iowa,41.62,-96.01111,Harrison,51556
Mondamin,IA,Iowa,41.70972,-96.02111,Harrison,51557
Monmouth,IA,Iowa,42.07639,-90.88056,Jackson,52309
Monona,IA,Iowa,43.05139,-91.39056,Clayton,52159
Monroe,IA,Iowa,41.52194,-93.10361,Jasper,50170
Montezuma,IA,Iowa,41.58472,-92.52528,Poweshiek,50171
Monticello,IA,Iowa,42.23889,-91.18917,Jones,52310
Montour,IA,Iowa,41.98056,-92.71556,Tama,50173
Montrose,IA,Iowa,40.52944,-91.41611,Lee,52639
Moorhead,IA,Iowa,41.92306,-95.85056,Monona,51558
Moorland,IA,Iowa,42.44222,-94.29361,Webster,50566
Moravia,IA,Iowa,40.89056,-92.81583,Appanoose,52571
Morley,IA,Iowa,42.00667,-91.24667,Jones,52312
Morning Sun,IA,Iowa,41.09528,-91.25361,Louisa,52640
Morrison,IA,Iowa,42.34333,-92.67444,Grundy,50657
Moulton,IA,Iowa,40.68528,-92.67778,Appanoose,52572
Mount Auburn,IA,Iowa,42.25722,-92.09278,Benton,52313
Mount Ayr,IA,Iowa,40.71417,-94.23694,Ringgold,50854
Mount Pleasant,IA,Iowa,40.96694,-91.55111,Henry,52641
Mount Vernon,IA,Iowa,41.92417,-91.41972,Linn,52314
Moville,IA,Iowa,42.48833,-96.07,Woodbury,51039
Murray,IA,Iowa,41.04333,-93.95,Clarke,50174
Muscatine,IA,Iowa,41.42389,-91.05611,Muscatine,52761
Mystic,IA,Iowa,40.77861,-92.945,Appanoose,52574
Nashua,IA,Iowa,42.95222,-92.53806,Chickasaw,50658
Nemaha,IA,Iowa,42.515,-95.08944,Sac,50567
Neola,IA,Iowa,41.45083,-95.6175,Pottawattamie,51559
Nevada,IA,Iowa,42.01917,-93.45167,Story,50201
New Albin,IA,Iowa,43.49694,-91.28722,Allamakee,52160
Newell,IA,Iowa,42.60611,-95.00222,Buena Vista,50568
Newhall,IA,Iowa,41.99389,-91.96639,Benton,52315
New Hampton,IA,Iowa,43.05972,-92.31472,Chickasaw,"50659, 50661"
New Hartford,IA,Iowa,42.56722,-92.62139,Butler,50660
New Liberty,IA,Iowa,41.71722,-90.87944,Scott,52765
New London,IA,Iowa,40.92528,-91.40111,Henry,52645
New Market,IA,Iowa,40.73028,-94.90139,Taylor,51646
New Providence,IA,Iowa,42.28194,-93.17083,Hardin,50206
New Sharon,IA,Iowa,41.46944,-92.65083,Mahaska,50207
Newton,IA,Iowa,41.69861,-93.04694,Jasper,50208
New Vienna,IA,Iowa,42.54833,-91.11361,Dubuque,52065
New Virginia,IA,Iowa,41.18278,-93.72944,Warren,50210
Nichols,IA,Iowa,41.47917,-91.30833,Muscatine,52766
Nodaway,IA,Iowa,40.9375,-94.89417,Adams,50857
Nora Springs,IA,Iowa,43.14389,-93.00889,Cerro Gordo,50458
Northboro,IA,Iowa,40.60778,-95.29139,Page,51647
North Buena Vista,IA,Iowa,42.67917,-90.95667,Clayton,52066
North English,IA,Iowa,41.51528,-92.07833,Iowa,52316
North Liberty,IA,Iowa,41.74306,-91.60778,Johnson,52317
North Washington,IA,Iowa,43.11639,-92.41528,Chickasaw,50661
Northwood,IA,Iowa,43.44583,-93.21917,Worth,50459
Norwalk,IA,Iowa,41.48333,-93.67861,Polk,50211
Norway,IA,Iowa,41.90333,-91.92333,Benton,52318
Numa,IA,Iowa,40.68556,-92.97861,Appanoose,52544
Oakland,IA,Iowa,41.30861,-95.39556,Pottawattamie,51560
Oakland Acres,IA,Iowa,41.71722,-92.825,Jasper,null
Oakville,IA,Iowa,41.09778,-91.04361,Louisa,52646
Ocheyedan,IA,Iowa,43.41444,-95.53528,Osceola,"51349, 51354"
Odebolt,IA,Iowa,42.31028,-95.25139,Sac,51458
Oelwein,IA,Iowa,42.67694,-91.91583,Fayette,50662
Ogden,IA,Iowa,42.04,-94.03056,Boone,50212
Okoboji,IA,Iowa,43.3875,-95.13806,Dickinson,51355
Olds,IA,Iowa,41.13333,-91.54556,Henry,52647
Olin,IA,Iowa,41.9975,-91.14,Jones,52320
Ollie,IA,Iowa,41.19778,-92.09417,Keokuk,52576
Onawa,IA,Iowa,42.0275,-96.09639,Monona,51040
Onslow,IA,Iowa,42.10556,-91.01528,Jones,52321
Orange,IA,Iowa,0,0,null,null
Orchard,IA,Iowa,43.22694,-92.77444,Mitchell,50460
Orient,IA,Iowa,41.20278,-94.41889,Adair,50858
Orleans,IA,Iowa,43.44444,-95.10778,Dickinson,null
Osage,IA,Iowa,43.28472,-92.81222,Mitchell,"50454, 50461"
Osceola,IA,Iowa,41.03417,-93.76833,Clarke,50213
Oskaloosa,IA,Iowa,41.29389,-92.64444,Mahaska,52577
Ossian,IA,Iowa,43.14639,-91.76389,Winneshiek,52161
Osterdock,IA,Iowa,42.72972,-91.16167,Clayton,52052
Otho,IA,Iowa,42.42472,-94.14972,Webster,50569
Oto,IA,Iowa,42.28361,-95.89417,Woodbury,51044
Ottosen,IA,Iowa,42.89556,-94.37778,Humboldt,50570
Ottumwa,IA,Iowa,41.01306,-92.41472,Wapello,52501
Owasa,IA,Iowa,42.43194,-93.20528,Hardin,50126
Oxford,IA,Iowa,41.72278,-91.78972,Johnson,52322
Oxford Junction,IA,Iowa,41.98333,-90.95444,Jones,52323
Oyens,IA,Iowa,42.81944,-96.05778,Plymouth,51045
Pacific Junction,IA,Iowa,41.01833,-95.8,Mills,51561
Packwood,IA,Iowa,41.13333,-92.08306,Jefferson,52580
Palmer,IA,Iowa,42.63083,-94.6,Pocahontas,50571
Palo,IA,Iowa,42.06222,-91.79306,Linn,52324
Panama,IA,Iowa,41.72667,-95.47417,Shelby,"51562, 51578"
Panora,IA,Iowa,41.69222,-94.36361,Guthrie,50216
Panorama Park,IA,Iowa,41.55528,-90.45472,Scott,null
Parkersburg,IA,Iowa,42.57444,-92.78667,Butler,50665
Parnell,IA,Iowa,41.58361,-92.005,Iowa,52325
Paton,IA,Iowa,42.16389,-94.255,Greene,50217
Patterson,IA,Iowa,41.34889,-93.88056,Madison,50218
Paullina,IA,Iowa,42.97861,-95.68694,O'Brien,51046
Pella,IA,Iowa,41.40722,-92.91722,Marion,50219
Peosta,IA,Iowa,42.44917,-90.84639,Dubuque,52068
Perry,IA,Iowa,41.84,-94.1,Dallas,50220
Persia,IA,Iowa,41.57889,-95.57056,Harrison,51563
Peterson,IA,Iowa,42.91861,-95.34139,Clay,51047
Pierson,IA,Iowa,42.54472,-95.86861,Woodbury,51048
Pilot Mound,IA,Iowa,42.1625,-94.01444,Boone,50223
Pioneer,IA,Iowa,42.65444,-94.39083,Humboldt,50541
Pisgah,IA,Iowa,41.83278,-95.92639,Harrison,51564
Plainfield,IA,Iowa,42.84472,-92.53472,Bremer,50666
Plano,IA,Iowa,40.75611,-93.04639,Appanoose,52581
Pleasant Hill,IA,Iowa,41.58583,-93.51306,Polk,"50317, 50327"
Pleasanton,IA,Iowa,40.58028,-93.74306,Decatur,50065/50224
Pleasant Plain,IA,Iowa,41.14583,-91.85944,Jefferson,null
Pleasantville,IA,Iowa,41.38778,-93.26861,Marion,50225
Plover,IA,Iowa,42.87806,-94.62278,Pocahontas,50573
Plymouth,IA,Iowa,43.24528,-93.1225,Cerro Gordo,50464
Pocahontas,IA,Iowa,42.73444,-94.67306,Pocahontas,50574
Polk,IA,Iowa,0,0,null,null
Pomeroy,IA,Iowa,42.54833,-94.68361,Calhoun,50575
Popejoy,IA,Iowa,42.59417,-93.42694,Franklin,50227
Portsmouth,IA,Iowa,41.65083,-95.51972,Shelby,51565
Postville,IA,Iowa,43.085,-91.56944,Allamakee,52162
Prairieburg,IA,Iowa,42.23778,-91.42444,Linn,52219
Prairie,IA,Iowa,0,0,null,null
